痛深恶绝 人言啧啧 坏法乱纪 大败亏轮 败德辱行
命词遣意 虑周藻密 绘影绘声 绘声绘影 托物陈喻
一日三省 日省月修 昼干夕惕 开门七件事 学而时习之
正言不讳 守正不挠 正直无私 优游自若 公正不阿
钻天入地 六臂三头 驱雷掣电 神乎其技 成风尽垩
触目崩心 零丁孤苦 愁眉蹙额 悱恻缠绵 惊心惨目
悬疣附赘 屈谷巨瓠 烦文缛礼 头上安头 床上施床
神怿气愉 骑驴倒堕 物阜民丰 鸾飞凤舞 丰亨豫大
哀声叹气 唉声叹气 嗳声叹气 咳声叹气 长吁短气
雨愁烟恨 触景伤心 触景伤怀 抚景伤情 寓情于景
可想而知 唯所欲为 自由放任 无所忌讳 无所畏忌
公平正直 公正不阿 正直无邪 公平无私 公明正大
喜行于色 开眉展眼 冁然而笑 舒眉展眼 言笑自如
抖搂精神 抖擞精神 励精更始 历精更始 神飞气扬
披罗戴翠 穿红着绿 花颜月貌 鱼沉雁落 杏脸桃腮
和睦相处 情投谊合 情投意忺 义气相投 蜜里调油
始终不懈 夙夜在公 终始不渝 敕始毖终 万世流芳
宽大为怀 言笑自若 言笑自如 舒眉展眼 闻融敦厚
寡见鲜闻 寒腹短识 款学寡闻 管窥筐举 不知丁董
仪静体闲 鹄峙鸾停 雍荣华贵 雍容华贵 兰心蕙性
正大堂皇 丹心如故 井井有绪 明明白白 天理昭昭
暑雨祁寒 雨僝云僽 大旱望云 础泣而雨 蚁封穴雨
始终不懈 巨细无遗 策无遗算 挨门逐户 大中至正
一偏之见 一偏之论 见智见仁 见仁见智 一隅之见
斋心涤虑 见善必迁 改行迁善 改行从善 改行为善
少头缺尾 里出外进 七穿八烂 七穿八洞 零圭断璧
精明强干 精明能干 忍苦耐劳 熟门熟路 心巧嘴乖
鸿图华构 玉砌雕阑 雕阑玉砌 辉煌金碧 金璧辉煌
不药而愈 无所忌讳 自得其乐 早占勿药 吾自有处
终始不渝 始终不懈 各执己见 一心同归 行合趋同
热情洋溢 满腔热枕 感慨激昂 焮天铄地 烈火烹油
世扰俗乱 坏法乱纪 浇淳散朴 丑态百出 残民害物
驱霆策电 一溜烟 一日万里 追风逐电 流星飞电
护过饰非 饰非遂过 攻瑕指失 以功补过 怀冤抱屈
省烦从简 词约指明 简要不烦 干脆利落 无庸置辩
十全十美 一清二楚 洞察一切 色色俱全 宿弊一清
好心好意 令人起敬 驿路梅花 驿使梅花 知疼着痒
如狼似虎 狼心狗肺 狼顾虎视 狼贪虎视 狗肺狼心
素丝良马 令人起敬 颂德歌功 知遇之恩 铭感五内
教无常师 不顾大局 旁枝末节 多管闲事 不足为虑
百代过客 旷日长久 千金一刻 百世不易 百世不磨
平心静气 优游岁月 坦然自若 温文儒雅 闻融敦厚
狂吠狴犴 吠非其主 狗吠之惊 一犬吠形，百犬吠声 蜀犬吠日
养贤纳士 作育人材 识才尊贤 使贤任能 爱人好士
引经据典 上篇上论 引经据古 牵经引礼 依经傍注
食不充肠 饥不暇食 不遑暇食 口多食寡 枵腹终朝
腾空而起 风驰电赴 连三跨五 望其肩项 飞升腾实
兵连祸接 旧病复发 戎马劻勷 一而再，再而三 又生一秦
急痛攻心 殊深轸念 触目崩心 啼啼哭哭 刺心裂肝
耻居人下 丧身失节 耻言人过 含瑕积垢 嗟来之食
进退应矩 进退中绳 人尽其才 无所不备 胸怀磊落
长命富贵 松柏之寿 黄发儿齿 年高德勋 皓首穷经
颊上三毛 璧坐玑驰 潘文乐旨 一字连城 月章星句
秋波盈盈 情深一往 满腔热忱 脸青鼻肿 镂心刻骨
贪生畏死 贪生恶死 爱生恶死 畏缩不前 畏葸不前
十恶不赦 罪应万死 滔天之罪 滔天大罪 罪当万死
里出外进 七高八低 若有若无 脚高步低 七扭八歪
一无所获 终成泡影 于事无补 无所用之 无头无尾
始终不懈 终始不渝 信守不渝 终始若一 各执己见
招是搬非 惹事生非 贪功起衅 聚众滋事 讨是寻非
目不暇给 目不暇接 若隐若现 急不暇择 眩目惊心
忿然作色 雷嗔电怒 怫然作色 勃然大怒 冲冠怒发
重葩累藻 绣虎雕龙 锦篇绣帙 雕文织采 月章星句
时清海宴 海不波溢 心平气定 舒眉展眼 恬淡无为
急人之难 急人之困 乐善不倦 乐善好施 乐成人美
此风不可长 矢口狡赖 顿足不前 不容置喙 不足为凭
轻身重义 舍生忘死 不吝指教 秉节持重 来世不可待
逸群之才 远见卓识 重望高名 雄才大略 时望所归
无所畏惮 优游自若 口无择言 完美无疵 完美无缺
披露肝胆 拳拳盛意 破肝糜胃 忠心赤胆 竭诚尽节
潜心涤虑 潜心笃志 砥志研思 抟心揖志 埋头苦干
长久之计 宏图大志 百年大计 整本大套 谋事在人
以肉喂虎 以肉餧虎 骨化形销 一命归西 一命归阴
做张做势 拿腔作调 装腔作态 装腔作势 拿腔做势
取而代之 抽胎换骨 柴天改物 人事代谢 引物连类
改行为善 匡谬正俗 改行自新 略迹原心 救偏补弊
退有后言 女长须嫁 嫁狗随狗 千依百顺 顺非而泽
视微知著 晰毛辨发 洞察其奸 洞察一切 睹着知微
春满人间 千秋万古 天长地久 霜凋夏绿 无冬无夏
省烦从简 例直禁简 干脆利落 将机就机 通险畅机
始终不懈 信守不渝 誓死不渝 终始若一 终始不渝
焦沙烂石 焦金烁石 焦金流石 炊沙成饭 焦熬投石
洞察一切 一清二楚 真相毕露 十全十美 众目昭彰
富贵逼人 浮湛连蹇 乘时乘势 出幽迁乔 鹏抟鹢退
随声附和 虚己受人 坐不窥堂 倾耳而听 默而识之
鲁卫之政 一模二样 大同小异 众口如一 本同末离
直上直下 左铅右椠 一挥而就 中立不倚 切近的当
括目相待 另眼看待 另有洞天 旁见侧出 别开一格
事败垂成 时运不济 进俯退俯 当面错过 有志无时
放浪无拘 放浪不拘 放浪无羁 放诞不拘 放诞不羁
偃革尚文 偃武崇文 偃武息戈 倒置干戈 放马华阳
背曲腰躬 背曲腰弯 耸肩曲背 耸肩缩背 拱肩缩背
鬼哭狼嚎 叩心泣血 痛入心脾 无肠可断 痛心伤臆
淡写轻描 颊上添毫 刻画入微 淡汝浓抹 东涂西抹
情投意忺 情投谊合 义气相投 言和意顺 瑟弄琴调
蛮不讲理 蛮横无理 横蛮无理 出言无状 玩忽职守
诱掖奖劝 谆谆告戒 做刚做柔 抖擞精神 抖搂精神
若有若无 里出外进 半吞半吐 半吐半露 四分五裂
羞面见人 敢怨而不敢言 踟蹰不前 畏缩不前 畏葸不前
发指眦裂 令人发指 雨鬓风鬟 披头散发 总角之交
以夜继日 通宵彻昼 通宵彻夜 连日连夜 连日继夜
避世墙东 隐迹埋名 话里藏阄 遁世长往 瞒天过海
百般奉承 代为说项 推诚接物 谄词令色 代人说项
兔死凫举 兔起凫举 见兔放鹰 凫趋雀跃 一溜烟
东门黄犬 以功补过 攻疾防患 霄鱼垂化 观过知仁
还原反本 还元返本 还淳反古 归全反真 还淳返朴
宋画吴冶 词华典赡 朱阁青楼 典则俊雅 精妙绝伦
削职为民 愚夫愚妇 精兵简政 振兵释旅 损上益下
事不宜迟 乐不可极 爱日惜力 学而时习之 去甚去泰
嗔拳不打笑面 束身自修 来去分明 百无一失 讫情尽意
一点一滴 毛发丝粟 分寸之末 片鳞半爪 片光零羽
鸾吟凤唱 鹊反鸾惊 鸾俦凤侣 娇鸾雏凤 鸾交凤俦
推崇备至 感恩戴德 奉如神明 点头咂嘴 良师益友
河倾月落 河斜月落 薄暮冥冥 月落星沉 月没参横
截鹤续凫 毛羽未丰 结结巴巴 头痛医头，脚痛医脚 三天打鱼，两天晒网
千形万状 变态百出 千姿百态 千差万别 千变万化
艰难困苦 若涉渊水 如蹈水火 狼艰狈蹶 黑风孽海
溯水行舟 逆水行舟 在人矮檐下，怎敢不低头 物极则反 负固不服
放任自流 自由放任 混然天成 随俗沉浮 无忧无虑
余音袅袅 朱弦三叹 凤吟鸾吹 惊起梁尘 鸾歌凤舞
造端倡始 决命争首 谨本详始 当务始终 疾足先得
醉生梦死 梗迹萍踪 恍如梦境 魂摇魄乱 恍如梦寐
心小志大 敬终慎始 成人不自在，自在不成人 孜孜不辍 志洁行芳
势不可挡 声威大震 火然泉达 悬崖转石 一日千丈
默换潜移 默转潜移 潜消默化 瞒天过海 偷天换日
物议沸腾 声威大震 哄动一时 劳民动众 人多势众
自私自利 贪功起衅 卖公营私 损公肥私 徇私枉法
无施不可 唯所欲为 人尽其才 色色俱全 安土乐业
历精图治 历精为治 匡国济时 历精更始 励精更始
得意之作 我心如秤 自媒自衒 自视甚高 逸群之才
遣辞措意 遣词造意 遣词措意 遣言措意 遣词立意
千方百计 百计千方 想方设法 多方百计 四方八面
分工合作 同德协力 一心同功 一心一德 分甘共苦
以简驭繁 操纵自如 言之有序 通权达理 心巧嘴乖
堆山积海 积金累玉 堆金叠玉 堆金迭玉 万贯家财
空谷传声 一朝之患 骇人视听 惊耳骇目 人急智生
同心合力 同心并力 一心同功 协心戮力 同心一力
活剥生吞 生吞活剥 片接寸附 刺股读书 生搬硬套
私心杂念 一己之私 卖公营私 公私兼顾 辛壬癸甲
东偷西摸 暮夜怀金 机事不密 文武差事 偷鸡摸狗
没精打彩 热锅上的蚂蚁 凤狂龙躁 无精打彩 七拱八翘
搬唇弄舌 造谣中伤 毁誉不一 面从腹诽 矜能负才
残篇断简 攻瑕索垢 攻过箴阙 负德孤恩 计绌方匮
量己审分 量力度德 鉴影度形 揣时度力 据为己有
表里受敌 遵养晦时 四面受敌 同心敌忾 同恶相求
云行雨施 以德报德 恩同父母 衣被群生 大恩大德
人言啧啧 出丑扬疾 恶语伤人 言不顾行 败德辱行
好声好气 闻融敦厚 温文儒雅 柔心弱骨 温润而泽
抚今悼昔 抚今痛昔 抚今思昔 游目骋观 触物兴怀
振穷恤贫 振穷恤寡 赈贫贷乏 济苦怜贫 怜贫恤老
心乡往之 想望丰采 满腔热枕 时望所归 万流景仰
秉公任直 矩步方行 正己守道 安份守己 安分守已
重岩迭障 重岩叠障 重峦迭巘 重岩迭嶂 重山峻岭
安身之地 安家立业 一枝一栖 根生土长 安身之处
势穷力屈 大败亏轮 艰苦创业 恶作剧 深文傅会
一清二楚 满腔热枕 始终不懈 洞察一切 深信不疑
我行我素 听其自然 优游自若 安常履顺 神情自若
乳声乳气 雕章琢句 谭言微中 唇尖舌利 尖言冷语
范水模山 照猫画虎 照葫芦画瓢 亦趋亦步 做张做势
胡说乱道 胡说八道 撒骚放屁 诞谩不经 诞罔不经
借公行私 招权纳赂 挟势弄权 因公假私 争权夺利
亥豕相望 千差万错 秕言谬说 攻瑕指失 豕亥鱼鲁
公正无私 公平无私 正直无私 承颜候色 优游自若
不可言宣 经验之谈 词言义正 言谈举止 声音笑貌
事不过三 心术不端 舍生忘死 耻与哙伍 挑拨离间
龙骧豹变 通文达艺 博学多才 精明能干 精明强干
止戈散马 休牛归马 休牛散马 案甲休兵 来好息师
多情善感 多情多感 一悲一喜 红愁绿惨 触景伤怀
闲曹冷局 量小力微 渺不足道 玩兵黩武 小小不言
计功行赏 照功行赏 论功行封 论功行赏 论功封赏
身显名扬 跗萼联芳 跗萼连晖 跗萼载韡 时望所归
自我表现 囊里盛锥 露己扬才 囊锥露颖 才夸八斗
面壁磨砖 道傍之筑 不成三瓦 屯毛不辨 钻火得冰
升官发财 发财致富 富贵显荣 加官进禄 重望高名
瞎子摸鱼 小手小脚 大大咧咧 望风扑影 草率将事
转瞬之间 瞬息之间 一时半晌 一时三刻 一时半霎
神魂荡飏 神魂飘荡 神不附体 心如悬旌 五心六意
一手一足 一手一脚 人单势孤 势孤力薄 犬迹狐踪
清廉正直 秉公任直 正直无私 千仞无枝 正大光明
曲尽奇妙 利齿能牙 灵心慧齿 才夸八斗 能言快语
言无伦次 言高语低 茫无端绪 言不顾行 言行相悖
铁肠石心 不欺屋漏 河水不洗船 木人石心 心如止水
七扭八歪 破口大骂 谗言佞语 恶语伤人 一隅之说
悔过自责 计过自讼 何必当初 反躬自责 引过自责
碎瓦颓垣 断垣残壁 七穿八洞 番窠倒臼 离析分崩
挑拨离间 徇私枉法 招是搬非 坏法乱纪 损公肥私
唯所欲为 各取所需 自得其乐 自由放任 从心所欲
不步人脚 闭门自守 夜不闭户 入火赴汤 蹈汤赴火
当面错过 锐挫望绝 家道中落 大败亏输 锐挫气索
没计奈何 跳到黄河洗不清 束手就困 法无可贷 不堪言状
无忧无虑 无所畏忌 无羐无碍 相差无几 心平气定
此起彼落 此起彼伏 此伏彼起 循环往复 星离月会
言之不预 无缘无故 人财两空 寂然无声 无头无尾
凤吟鸾吹 朱弦三叹 余音绕梁 惊起梁尘 妙舞清歌
慎小谨微 礼轻人意重 礼轻情意重 千金弊帚 物以稀为贵
吃惊受怕 骇目惊心 敢怨而不敢言 张慌失措 耽惊受怕
代马望北 安土重旧 安土重迁 安于现状 北风之恋
实获我心 鲁卫之政 才夸八斗 囊锥露颖 比肩齐声
头疼脑热 筐箧中物 难如登天 纤芥之疾 斗升之水
贫无置锥 身无分文 贫病交迫 贫病交加 民困国贫
春暖花香 红情绿意 双柑斗酒 莺飞草长 柳宠花迷
海外奇谈 五洲四海 绝国殊俗 殊方异域 连州跨郡
摧坚陷阵 摧锋陷阵 摧锋陷坚 坚不可摧 攻无不克，战无不胜
慰情胜无 聊以自慰 自得其乐 堪以告慰 正中下怀
据为己有 自我作故 各为其主 草船借箭 铸新淘旧
加官进禄 升官发财 邀功求赏 增收节支 功名富贵
逐末忘本 对景伤情 离本依末 离本趣末 逐末舍本
相因相生 相生相成 相克相济 表里相应 适以相成
违条犯法 出言无状 蛮不讲理 蛮横无理 横蛮无理
风行电击 胆壮气粗 胆粗气壮 浑身是胆 一身是胆
进退出处 出处进退 进退荣辱 买田阳羡 鹏抟鹢退
矫情饰诈 假戏真做 弄假成真 造言生事 惟妙惟肖
苍颜白发 雪鬓霜鬟 钟漏并歇 鸡皮鹤发 槁项没齿
雪窗萤几 燃糠自照 萤窗雪案 坐薪尝胆 骑牛读汉书
阿时趋俗 阿世取容 适时应务 与时推移 与世推移
不吝指教 不露形色 能不称官 来世不可待 不容置喙
博学多才 逸群之才 聪明才智 通文达艺 才学兼优
狐媚魇道 邪魔外祟 妖魔鬼怪 淫言诐行 毒魔狠怪
博学多才 年高德勋 钜学鸿生 远见卓识 逸群之才
引以为荣 际会风云 以誉为赏 重望高名 令人起敬
事不关己，高高挂起 飘风过耳 坐观成败 见死不救 漠不关心
不避艰险 应变无方 敢作敢当 正直无私 公正无私
尊师贵道 万世师表 敬贤爱士 仁心仁术 逊志时敏
安分知足 欣然自得 宠辱皆忘 宠辱不惊 从容应对
餐风饮露 餐风宿草 餐风宿露 宿水餐风 餐风宿雨
朴素无华 省吃俭用 朴实无华 缩衣节口 缩衣啬食
搭搭撒撒 迟眉钝眼 半三不四 软弱无力 雾里看花
祁奚举午 祁奚之举 天上麒麟 五羖大夫 天上石麟
一时半刻 一时半霎 一时半晌 一时三刻 飞书走檄
低眉折腰 降颜屈体 侧足而立 缩头缩脑 低首下气
相辅而行 相因相生 一搭一档 相生相成 有无相通
耍花腔 矫情饰诈 弄虚作假 造言捏词 造谣惑众
崭露头脚 初试锋芒 初露锋芒 破题儿第一遭 马到成功
接连不断 踵事增华 有增无已 继古开今 接二连三
遥遥华胄 远亲近邻 一路神祇 停云落月 指亲托故
残民害物 暴虐无道 奸淫掳掠 奸掳烧杀 横征暴赋
隐迹埋名 隐姓埋名 讳莫高深 避李嫌瓜 避瓜防李
舍生忘死 不露形色 来世不可待 不吝指教 明人不做暗事
池鱼之虑 忧谗畏讥 无妄之忧 无须之祸 险象环生
推贤进善 识才尊贤 进贤兴功 以言举人 以人择官
无偏无陂 公正不阿 中立不倚 公平正直 允执厥中
非分之财 不及之法 赏不当功 妙处不传 答非所问
凡夫俗子 凡偶近器 无名小辈 等闲之辈 碌碌无奇
久别重逢 破镜重圆 云交雨合 破镜重合 夜雨对床
甄心动惧 慎小事微 谨行俭用 秉节持重 去甚去泰
家传人诵 家传户诵 家喻户习 家见户说 人尽其才
孜孜不辍 艰苦奋斗 孜孜无怠 孜孜不懈 孜孜不怠
用心竭力 竭力虔心 孜孜不怠 孜孜无怠 孜孜不懈
智穷才尽 力殚财竭 万念俱寂 民穷财匮 民穷财尽
树俗立化 遗风古道 英风亮节 仁人义士 相沿成俗
重望高名 大权在握 时望所归 至尊至贵 人多势众
自得其乐 靠天吃饭 自食其力 自觉自愿 吾自有处
旧地重游 还原反本 还淳反古 还淳返朴 返本朝元
河水不犯井水 水中著盐 一碗水端平 河水不洗船 余光分人
头焦额烂 烂额焦头 丢魂丧胆 慌作一团 豕窜狼逋
恪守不渝 言必信，行必果 慎始敬终 力学笃行 忠不避危
日增月盛 日新月盛 日益月滋 日增月益 日新月著
病魔缠身 成年古代 积非成是 存心积虑 天荒地老
力均势敌 权均力齐 世上无难事 无所畏忌 不偏不党
心腹之交 总角之好 忘形交 合胆同心 奔走之友
不破不立 疑事无功 阙一不可 无师自通 无所不及
造谣生非 兴讹造讪 痛诬丑诋 飞谋钓谤 深文巧诋
答非所问 违条犯法 横恩滥赏 言行不符 不胜其苦
危急存亡之秋 燕巢卫幕 进退维亟 死里求生 刀头剑首
自力更生 白手起家 有所作为 创业垂统 自给自足
历精图治 历精为治 励精求治 忧国奉公 奋发踔厉
揽权纳贿 招权纳赇 招权纳赂 招权纳贿 受制于人
活神活现 活灵活现 活龙活现 唯妙唯肖 栩栩欲活
托物陈喻 言简义丰 言简意深 要而言之 言约旨远
龙骧虎啸 燕颔虎须 拏风跃云 龙威燕颔 雄姿英发
鹄峙鸾停 眉目如画 兰心蕙性 鸿轩凤翥 雍荣雅步
平心易气 平心静气 问心无愧 偷闲躲静 尽释前嫌
百端交集 游心骇耳 即景生情 语重心长 源泉万斛
救难解危 救困扶危 扶危救困 持危扶颠 救苦弭灾
微过细故 纤介之祸 郐下无讥 一时半晌 一时三刻
隋珠荆璧 隋珠和玉 隋侯之珠 隋珠和璧 灵蛇之珠
招摇过市 荡气回肠 撼地摇天 过市招摇 摇头晃脑
连三跨五 十万火速 蹑影追风 追风蹑景 一日万里
油光晶亮 油光可鉴 光彩耀目 清莹秀澈 明窗净几
露马脚 龙翰凤雏 龙翰凤翼 东南竹箭 枕山栖谷
恶语伤人 痛深恶绝 恨如头醋 痛诬丑诋 出丑扬疾
附赘县疣 附赘悬胾 附赘悬疣 悬疣附赘 泥车瓦马
琵琶旧语 相忍为国 持权合变 表里相应 克逮克容
浪迹天涯 浪迹天下 浪迹浮踪 东飘西徙 东飘西泊
揎腕攘臂 揎拳舞袖 揎拳裸手 揎拳裸臂 揎拳攞袖
与世俯仰 与世浮沉 随声趋和 和而不唱 挑拨离间
日不移影 石火风灯 石火风烛 坑灰未冷 流光瞬息
遭倾遇祸 险象环生 饱经忧患 创业维艰 久历风尘
解纷排难 救难解危 救困扶危 扶危救困 匡乱反正
诗情画意 画意诗情 画中有诗 诗中有画 余味无穷
令不虚行 兹事体大 当务始终 事出有因 间不容缓
取巧图便 贪污腐化 营私作弊 谋图不轨 盗食致饱
论议风生 言之有序 雄才大略 运用自如 热情洋溢
一言丧邦 榱栋崩折 误国殃民 海水群飞 家亡国破
汲汲皇皇 烧眉之急 骤雨暴风 骤风暴雨 飘风暴雨
四分五裂 若有若无 里出外进 不切实际 七扭八歪
有一利必有一弊 聪明反被聪明误 神气活现 满招损，谦受益 降尊临卑
际会风云 逢吉丁辰 识微见远 开华结果 天从人原
池鱼之祸 池鱼之殃 跌脚绊手 连二并三 连三并四
醉生梦死 醉死梦生 混混噩噩 似醉如痴 懵懵懂懂
骚情赋骨 雅人韵士 雍容大度 行动坐卧 舂容大雅
餐风啮雪 餐风茹雪 餐风宿草 餐风宿露 餐风宿雨
殊形妙状 一而二，二而一 诡形奇制 鲁卫之政 怪形怪状
心如刀绞 心如刀割 心如刀锯 心如刀锉 心如刀剉
绝路逢生 朝不及夕 险遭不测 危急存亡之秋 死里求生
一介之善 一饭之德 感恩怀德 慎小谨微 涓埃之力
瞒天过海 蒙混过关 造言生事 做鬼做神 同恶相求
信守不渝 始终不懈 终始不渝 终始若一 誓死不渝
三平二满 心满意足 暖衣饱食 称心如意 镜圆璧合
章决句断 词正理直 语简意赅 词约指明 词严义密
价廉物美 物美价廉 词约指明 干脆利落 省烦从简
负诟忍尤 求益反损 招是搬非 耻言人过 人言啧啧
废书而叹 触物兴怀 即景生情 一时之权 弃之可惜
娇皮嫩肉 玉骨冰肌 精力充沛 丰神异彩 神流气鬯
洽闻强记 博学多才 多见广识 通文达艺 通才练识
声威大震 来势汹汹 大声疾呼 哭天喊地 势不可挡
蹈矩循规 循涂守辙 例行差事 遵道秉义 照章办事
触目崩心 触目伤怀 触目伤心 悱恻缠绵 抚景伤情
山栖谷隐 山栖谷饮 乐山爱水 游山玩水 眠云卧石
和睦相处 磊落光明 目交心通 言笑晏晏 正大光明
看人眉睫 近在眉睫 艳如桃李 柳眉星眼 眉睫之祸
龙雏凤种 世济其美 后来者居上 天潢贵胄 子子孙孙
熔今铸古 熔古铸今 识字知书 閒今铸古 稽古揆今
胆丧魂消 胆丧魂惊 魂消魄丧 神丧胆落 毛骨耸然
岁暮天寒 飘风苦雨 天寒地冻 寒风侵肌 折胶堕指
福寿齐天 福寿绵绵 齐天洪福 寿山福 福寿无疆
脱颖囊锥 贯斗双龙 铮铮佼佼 显山露水 云屯蚁聚
桀骜难驯 顽梗不化 水底纳瓜 聱牙戟口 吃不了兜着走
冰洁渊清 玉清冰洁 清洌可鉴 炳如日星 冰清玉洁
贵贱无二 齐名并价 行合趋同 口耳并重 所见略同
从心所欲 随俗浮沉 乐天安命 平心易气 因人而异
相持不下 横冲直撞 同恶相求 负类反伦 暴虐无道
查无实据 形迹可疑 疑团莫释 不知所可 杳无信息
风举云飞 友风子雨 云情雨意 兴云致雨 楚雨巫云
无妄之福 忧国忘家 舍生忘死 得意忘象 以意为之
悠闲自在 优游岁月 逍遥自得 逍遥自在 超然自逸
卓立鸡群 鹤立鸡群 独鹤鸡群 艳如桃李 运用自如
肝胆照人 肝胆相照 露胆披肝 析肝刿胆 析肝吐胆
龙腾虎踞 人多势众 党坚势盛 威重令行 大权在握
公明正大 公正廉明 公正无私 公平无私 秉公任直
寻欢作乐 追欢取乐 乐在其中 坐享其成 赏心乐事
富面百城 博学多才 鸿函钜椟 胸中万卷 洽闻强记
轻骑简从 轻车简从 轻装简从 一分一毫 一个半个
霞友云朋 青林黑塞 流水高山 高山流水 高蹈远举
一命归西 一命归阴 神灭形消 骨化形销 出死断亡
寻壑经丘 风月无边 恢宏大度 游山玩水 游目骋观
取信于人 言从计行 众口如一 心服首肯 取信于民
置之脑后 顿足不前 杜口无言 不露形色 不随以止
家道从容 肥甘轻暖 家道小康 暖衣饱食 家给人足
日积月聚 日累月积 日久岁长 历久弥坚 持之以恒
切近的当 简截了当 言简意赅 简明扼要 提要钩玄
若有若无 反覆无常 半信不信 含糊不明 半半拉拉
一举两得 五劳七伤 愁潘病沈 却病延年 祛病延年
惹祸招愆 惹祸招殃 惹灾招祸 惹祸招灾 自诒伊戚
量能授官 沿才受职 以人择官 因任授官 随才器使
人荒马乱 祸乱滔天 兵慌马乱 云扰幅裂 戎马劻勷
不足轻重 渺不足道 不顾大局 漫不经意 无关大体
无挂无碍 无虑无忧 无忧无虑 无所畏忌 无所畏惮
负诟忍尤 明鼓而攻之 恩威并重 鼎足之势 话中带刺
桑中之喜 败德辱行 出言无状 不正之风 言不顾行
鹄峙鸾停 仪静体闲 兰质熏心 兰质薰心 眉目如画
得薄能鲜 区闻陬见 曲学诐行 才高意广 凡才浅识
学而时习之 敩学相长 不乏先例 习俗移性 多才多艺
温柔敦厚 从容自若 和蔼近人 和蔼可亲 风度翩翩
优游岁月 言行相符 饮食起居 肥甘轻暖 文似其人
刬恶锄奸 剗恶锄奸 革奸铲暴 讨恶翦暴 祛蠹除奸
诸如此比 诸若此类 诸有此类 相生相成 相因相生
有识之士 心中有数 精明强干 精明能干 通才硕学
顺风使船 顺风使帆 顺风行船 顺风张帆 乘风破浪
话长说短 说短论长 说长道短 论长说短 论长道短
难乎其难 枵腹终朝 饥火烧肠 生民涂炭 倦尾赤色
抹月批风 缓急相济 切肤之痛 剥肤之痛 条分缕析
运用自如 热情洋溢 无施不可 操纵自如 一清二楚
增收节支 一举两得 损有余补不足 轻繇薄赋 取长弃短
食甘寝宁 食甘寝安 三平二满 酒醉饭饱 暖衣饱食
事在必行 出舆入辇 言多必失 游必有方 知过必改
束手就困 没计奈何 无可名状 变化不测 力不能及
心巧嘴乖 能言快语 利齿能牙 洞中肯綮 谈论风生
众口一词 一模一样 众口同声 百口同声 名实相符
九牛拉不转 铜心铁胆 不可动摇 吾膝如铁 倔头强脑
牛角挂书 牛角书生 孙康映雪 读书三到 熟读深思
柳啼花怨 鬼哭天愁 鸟啼花落 神愁鬼哭 雨井烟垣
查无实据 含糊不明 胡说八道 强不知以为知 百辞莫辩
舍近务远 无妄之福 舍生忘死 革旧图新 逐末忘本
柳昏花螟 柳暗花遮 柳亸花娇 花明柳媚 花遮柳掩
遗臭无穷 遗臭万载 遗害无穷 贻害无穷 贪心不足
择善而行 别作良图 有凭有据 因事制宜 大有见地
十全十美 完美无缺 完美无疵 巨细无遗 完好无缺
身价百倍 声价十倍 声誉鹊起 平地一声雷 年高望重
以礼相待 令人起敬 识才尊贤 敬贤爱士 井井有序
教导有方 大开方便之门 言之有序 词严义密 言行相符
侃侃而言 字顺文从 正大光明 口直心快 词正理直
目交心通 款款而谈 和睦相处 和蔼近人 和蔼可亲
杀风景 大煞风景 鼠屎污羹 鼠屎汙羹 败德辱行
所见略同 行合趋同 百口同声 众口同声 众口一词
成风尽垩 神乎其技 目牛无全 郢匠挥斤 大匠运斤
富国安民 富国裕民 益国利民 裕民足国 于家为国
风起水涌 横刀揭斧 疾恶如风 雷嗔电怒 怒气冲冲
怡然自若 鹊笑鸠舞 鸟语花香 悲喜交集 欢聚一堂
冲冠发怒 冲冠怒发 怒火冲天 三尸暴跳 气涌如山
钜学鸿生 通才硕学 博学多才 胸中万卷 洽博多闻
榱栋崩折 水剩山残 离析分崩 星落云散 断垣残壁
徜徉恣肆 磊落飒爽 不拘形迹 落拓不羁 胆粗气壮
艰难困苦 若涉渊水 握蛇骑虎 如蹈水火 燕巢卫幕
多快好省 以简驭繁 词约指明 事捷功倍 言简义丰
汲汲忙忙 计不旋跬 势不可挡 大开方便之门 事以密成
大权在握 秉钧持轴 重望高名 威重令行 狎雉驯童
饶有风趣 语出月胁 逸群之才 一座皆惊 鲜艳夺目
自食其力 自得其乐 据为己有 各为其主 厕身其间
事不宜迟 秉节持重 适可而止 去甚去泰 去泰去甚
重望高名 热情洋溢 时望所归 大开方便之门 至尊至贵
按辔徐行 捏脚捏手 调良稳泛 把臂徐去 平流缓进
沉滓泛起 载沉载浮 重纰貤缪 颠来倒去 旧病复发
神龙马壮 鹄峙鸾停 虎体熊腰 眉目如画 堂堂一表
放意肆志 弹丝品竹 唯所欲为 逍遥自在 逍遥自得
闳识孤怀 远见卓识 高才远识 语重心长 贞高绝俗
表里不一 大有迳庭 比众不同 言不顾行 言与心违
长命富贵 日久天长 天长日久 地久天长 黄发儿齿
进退有度 进退有节 进退中绳 进退应矩 屡试不爽
识才尊贤 多才多艺 才夸八斗 尽其所长 极情尽致
托物寓感 托物寓兴 借景生情 弦外之响 托物引类
真命天子 应天承运 用天因地 以德服人 顺时随俗
永矢弗谖 始终不懈 百世不磨 远垂不朽 百世不易
守正不回 奉公如法 公明正大 公正廉明 秉正无私
削铁无声 劚玉如泥 鞘里藏刀 刀光剑影 钩爪锯牙
