水远山遥 邈如旷世 鞭长驾远 山南海北 比众不同
较德焯勤 远见卓识 引经据典 丰功伟绩 丰功厚利
咬定牙根 不可动摇 不挠不屈 一脚不移 有死无二
时移势迁 时移势易 事过情迁 时异势殊 持权合变
一家老小 阖门百口 妻儿老小 情同一家 老莱娱亲
胡肥锺瘦 鸣钟列鼎 鸣钟食鼎 击钟陈鼎 钟鸣鼎食
千门万户 人烟稠密 人烟浩穰 广土众民 连山排海
话言话语 见智见仁 见仁见智 论长说短 论长道短
急处从宽 小异大同 相差无几 恶不去善 不落俗套
凤舞龙飞 龙蛇飞舞 捉衿见肘 笔走龙蛇 刀头燕尾
赤心相待 精诚团结 诚心正意 一秉虔诚 诚心实意
虎斗龙争 龙争虎斗 枪声刀影 枪烟砲雨 枪烟炮雨
倚势凌人 以强凌弱 挟势弄权 威胁利诱 威迫利诱
攻苦食俭 忍饥受饿 含辛茹苦 茹苦含辛 饥饱劳役
临危受命 扶危救困 持危扶颠 救困扶危 国难当头
才学兼优 通文达艺 才夸八斗 多才多艺 风流潇洒
映雪读书 囊萤映雪 照萤映雪 牛角挂书 雪窗萤几
东零西碎 化整为零 四分五落 化零为整 四分五裂
藏形匿影 匿迹潜形 遮人耳目 藏头亢脑 欲盖弥彰
正身明法 严于律已 奉公如法 洁己奉公 安分守已
弃伪从真 遗华反质 超凡出世 改恶为善 删华就素
一簧两舌 言十妄九 悖言乱辞 说三道四 妄口巴舌
急风骤雨 魆风骤雨 疾风迅雷 狂风暴雨 暴风疾雨
汗流洽衣 汗流浃背 流汗浃背 汗出浃背 汗流浃体
沛雨甘霖 雨露之恩 祥风时雨 春风雨露 苦尽甘来
盛情难却 情不可却 金兰之交 靡所底止 刻不容松
安然如故 持盈守成 长此以往 终始不渝 始终不懈
云涌风飞 云涌飙发 白浪掀天 海啸山崩 魆风骤雨
显山露水 才夸八斗 材雄德茂 家骥人璧 功名利禄
玄酒瓠脯 熬清受淡 熬清守淡 熬清守谈 饭糗茹草
远见卓识 大有见地 闳识孤怀 深切著明 笃论高言
捐弃前嫌 再三再四 改口沓舌 夸大其词 旧事重提
自愧弗如 愧不敢当 自愧不如 上方不足，下比有余 自惭形秽
汗流满面 凶喘肤汗 行眠立盹 如芒在背 疲惫不堪
开眉展眼 冁然而笑 心满意得 人逢喜事精神爽 怡然自若
久而久之 历日旷久 由来已久 不乏先例 远年近岁
遇物持平 公明正大 推诚布公 赤心相待 以直报怨
匡国济时 救时厉俗 富国裕民 历精图治 历精为治
痛深恶绝 人言啧啧 大败亏轮 害人不浅 众怨之的
托物陈喻 遣辞措意 游心骇耳 托物寓感 托物引类
一日三省 日省月修 昼干夕惕 学而时习之 熟读深思
正言不讳 守正不挠 正直无私 直言无讳 磊落光明
六臂三头 钻天入地 驱雷掣电 神乎其技 颠倒干坤
触目崩心 零丁孤苦 悱恻缠绵 触目伤怀 触目伤心
悬疣附赘 床上施床 头上安头 屈谷巨瓠 泥车瓦马
物阜民丰 国富民安 四海波静 千里同风 民富国强
唉声叹气 哀声叹气 咳声叹气 嗳声叹气 触目崩心
雨愁烟恨 触景伤心 触景伤怀 抚景伤情 触目伤心
自由放任 唯所欲为 可想而知 无所忌讳 横行直撞
公平正直 正直无邪 公正不阿 公平无私 公正无私
喜行于色 开眉展眼 舒眉展眼 冁然而笑 言笑自若
抖擞精神 抖搂精神 励精更始 历精更始 神飞气扬
披罗戴翠 穿红着绿 林下风度 浓妆艳抹 温香艳玉
情投意忺 情投谊合 和睦相处 义气相投 有无相通
夙夜在公 始终不懈 终始不渝 敕始毖终 万世流芳
开眉展眼 宽大为怀 言笑自若 言笑自如 闻融敦厚
寡见鲜闻 寒腹短识 管窥筐举 款学寡闻 不知丁董
仪静体闲 鹄峙鸾停 雍荣华贵 雍容华贵 雍容闲雅
正大堂皇 丹心如故 井井有绪 理正词直 正明公道
暑雨祁寒 雨僝云僽 风雨飘零 触目崩心 蚁封穴雨
策无遗算 始终不懈 巨细无遗 孜孜不懈 孜孜不怠
一偏之见 一偏之论 一隅之见 囿于成见 另眼看待
斋心涤虑 消愁解闷 打破迷关 排忧解难 改行为善
少头缺尾 里出外进 七穿八烂 错落不齐 残缺不全
精明强干 精明能干 多才多艺 大有见地 才识过人
鸿图华构 雕阑玉砌 玉砌雕阑 辉煌金碧 金璧辉煌
不药而愈 早占勿药 无所忌讳 混然天成 无所畏忌
行合趋同 始终不懈 抱柱之信 一心同归 各执己见
热情洋溢 感慨激昂 满腔热枕 孳孳汲汲 孜孜汲汲
世扰俗乱 坏法乱纪 浇淳散朴 残民害物 世风日下
驱霆策电 一溜烟 一日万里 蹑影追风 追风蹑景
自贻伊咎 怀冤抱屈 饰非遂过 逋慢之罪 计过自讼
词约指明 省烦从简 言行相符 无庸置辩 洞察一切
十全十美 心满意得 一清二楚 志得意满 志满意得
好心好意 令人起敬 代为说项 怜贫恤老 急人之困
如狼似虎 狼心狗肺 狼贪虎视 豺狼成性 驴心狗肺
素丝良马 令人起敬 颂德歌功 感恩戴德 敬贤重士
不顾大局 旁枝末节 不足为虑 教无常师 多管闲事
百代过客 旷日长久 百世不易 同垂不朽 百世不磨
优游岁月 坦然自若 平心静气 朴素无华 优游自若
狂吠狴犴 狗吠之惊 吠非其主 人头畜鸣 一犬吠形，百犬吠声
识才尊贤 养贤纳士 使贤任能 作育人材 甄奇录异
引经据典 上篇上论 渊源有自来 引经据古 依经傍注
食不充肠 饥不暇食 枵腹终朝 不遑暇食 口多食寡
腾空而起 飞声腾实 飞升腾实 青霄直上 连二赶三
兵连祸接 险象环生 戎马劻勷 兵拏祸结 灾难深重
急痛攻心 触目崩心 殊深轸念 啼啼哭哭 心如刀割
耻居人下 丧身失节 耻言人过 嗟来之食 含垢忍耻
进退中绳 进退应矩 人尽其才 胸怀磊落 神流气鬯
长命富贵 年高德勋 黄发儿齿 苍颜白发 皓首穷经
颊上三毛 一字连城 潘文乐旨 游心骇耳 匠心独具
秋波盈盈 情深一往 满腔热忱 刻肌刻骨 情深意重
贪生畏死 贪生恶死 爱生恶死 畏缩不前 畏葸不前
十恶不赦 极恶不赦 滔天之罪 罪当万死 罪应万死
里出外进 七高八低 错落不齐 进俯退俯 若有若无
一无所获 终成泡影 于事无补 手无寸刃 无头无尾
始终不懈 终始不渝 信守不渝 持盈守成 终始若一
招是搬非 惹事生非 贪功起衅 聚众滋事 寻事生非
目不暇给 目不暇接 眩目惊心 若隐若现 急不暇择
忿然作色 雷嗔电怒 怫然作色 勃然大怒 怒气冲冲
重葩累藻 锦篇绣帙 绣虎雕龙 雕文织采 月章星句
海不波溢 心平气定 恬淡无为 时清海宴 平心静气
急人之难 急人之困 乐善不倦 乐成人美 乐善好施
此风不可长 矢口狡赖 傲不可长 不容置喙 秘而不露
轻身重义 舍生忘死 忘生舍死 去甚去泰 不吝指教
雄才大略 逸群之才 身显名扬 超世之才 时望所归
优游自若 不差毫厘 从容自如 完美无疵 完美无缺
披露肝胆 效死输忠 效死勿去 破肝糜胃 拳拳盛意
潜心笃志 潜心涤虑 砥志研思 抟心揖志 埋头苦干
长久之计 整本大套 宏图大志 长计远虑 谋事在人
溘然长逝 神灭形消 骨化形销 一命归阴 一命归西
做张做势 拿腔作调 妆模作样 拿腔做势 拿班作势
取而代之 再做道理 抽胎换骨 染旧作新 调风变俗
改行为善 匡谬正俗 改行从善 改行迁善 救偏补弊
退有后言 女长须嫁 嫁犬逐犬 嫁狗随狗 顺非而泽
视微知著 晰毛辨发 洞察其奸 睹着知微 睹著知微
日久年深 春满人间 无冬无夏 日征月迈 多历年稔
省烦从简 通险畅机 避难趋易 将机就机 例直禁简
始终不懈 信守不渝 誓死不渝 终始不渝 终始若一
焦沙烂石 焦金流石 炊沙成饭 焦金烁石 焦熬投石
洞察一切 一清二楚 众目昭彰 真相毕露 了了可见
富贵逼人 浮湛连蹇 龙门点额 青衫司马 有才无命
虚己受人 公听并观 倾耳细听 鉴影度形 察颜观色
鲁卫之政 大同小异 等量齐观 比量齐观 视同一律
直上直下 切近的当 无偏无倚 中立不倚 左铅右椠
括目相待 另眼看待 旁见侧出 另有洞天 借景生情
事败垂成 时运不济 进俯退俯 当面错过 有志无时
放诞不羁 放诞不拘 放浪无拘 放浪不拘 放浪无羁
偃革尚文 偃武崇文 偃武息戈 收刀检卦 放马华阳
背曲腰躬 背曲腰弯 鸡胸龟背 耸肩缩背 诎要桡膎
鬼哭狼嚎 嚎天喊地 叩心泣血 狼号鬼哭 痛入心脾
淡写轻描 调朱傅粉 擦脂抹粉 淡汝浓抹 绘声绘色
情投意忺 情投谊合 义气相投 言和意顺 惺惺相惜
言行相悖 蛮横无理 横蛮无理 蛮不讲理 心术不端
谆谆告戒 抖擞精神 抖搂精神 谆谆善诱 诱掖奖劝
若有若无 半吞半吐 半吐半露 里出外进 含糊不明
敢怨而不敢言 羞面见人 踟蹰不前 畏缩不前 畏葸不前
生发未燥 戴发含牙 事出有因 雨鬓风鬟 出言有章
通宵彻昼 弥日累夜 连昏接晨 以夜继日 通宵彻夜
避世墙东 隐迹埋名 瞒天过海 潜踪蹑迹 遁世长往
百般奉承 代为说项 推诚接物 谄词令色 善与人交
兔起凫举 兔死凫举 凫趋雀跃 趋之若鹜 见兔放鹰
以功补过 东门黄犬 戴罪立功 将功补过 攻疾防患
还原反本 还元返本 还淳反古 归全反真 复旧如初
宋画吴冶 精妙绝伦 朱阁青楼 词华典赡 典则俊雅
削职为民 精兵简政 振兵释旅 损上益下 遗名去利
事不宜迟 当务始终 学而时习之 乐不可极 爱日惜力
嗔拳不打笑面 真金不怕火炼 强直自遂 束身自修 讫情尽意
一点一滴 毫发丝粟 片鳞半爪 分寸之末 一斑半点
鸾吟凤唱 鸾俦凤侣 琴瑟调和 鹊反鸾惊 顿挫抑扬
推崇备至 感恩戴德 奉如神明 点头咂嘴 知遇之恩
河倾月落 河斜月落 薄暮冥冥 月落星沉 暮色苍茫
截鹤续凫 毛羽未丰 结结巴巴 头痛医头，脚痛医脚 强死强活
千形万状 变态百出 千变万状 十变五化 九变十化
若涉渊水 艰难困苦 如蹈水火 握蛇骑虎 狼艰狈蹶
溯水行舟 逆水行舟 物极则反 风起水涌 拥雾翻波
放任自流 自由放任 听其自然 混然天成 随俗沉浮
朱弦三叹 余音袅袅 凤吟鸾吹 惊起梁尘 鸾歌凤舞
决命争首 当务始终 发奋图强 造端倡始 事在必行
醉生梦死 恍如梦境 魂摇魄乱 梗迹萍踪 半梦半醒
心小志大 成人不自在，自在不成人 志美行厉 干干翼翼 远见卓识
势不可挡 声威大震 汲汲皇皇 形势逼人 火然泉达
默转潜移 默换潜移 潜消默化 瞒天过海 革图易虑
物议沸腾 哄动一时 人多势众 人言籍籍 声威大震
贪功起衅 卖公营私 见利忘义 损公肥私 招是搬非
安土乐业 无施不可 唯所欲为 各得其宜 优游岁月
历精图治 历精为治 历精更始 励精更始 励精求治
逸群之才 自媒自衒 自视甚高 才夸八斗 高自位置
遣辞措意 创意造言 托之空言 潘文乐旨 遣词立意
千方百计 百计千方 想方设法 多方百计 百计千心
分工合作 同德协力 一心一德 一心同功 各为其主
言之有序 以简驭繁 有所作为 通权达理 投刃皆虚
堆山积海 山积波委 积金累玉 堆金迭玉 堆金叠玉
空谷传声 一朝之患 骇人视听 惊耳骇目 十口相传
同心并力 同心合力 一心同功 协心戮力 同心叶力
生吞活剥 活剥生吞 片接寸附 生搬硬套 故纸堆
私心杂念 一己之私 公私兼顾 卖公营私 自私自利
暮夜怀金 东偷西摸 机事不密 瞒天过海 文武差事
没精打彩 热锅上的蚂蚁 凤狂龙躁 心上心下 无精打彩
搬唇弄舌 戴高帽子 兴讹造讪 言谈举止 矜能负才
攻瑕索垢 计绌方匮 残篇断简 攻过箴阙 东完西缺
量己审分 量力度德 鉴影度形 审己度人 察言观行
表里受敌 遵养晦时 同心敌忾 同舟敌国 背腹受敌
云行雨施 春风雨露 雨露之恩 沛雨甘霖 云行雨洽
心术不端 言不顾行 恶语伤人 人言啧啧 败德辱行
闻融敦厚 温文儒雅 好声好气 言气卑弱 心平气和
抚今悼昔 抚今痛昔 抚今思昔 彰往考来 触物兴怀
振穷恤贫 赈贫贷乏 振穷恤寡 分贫振穷 济苦怜贫
心乡往之 想望丰采 满腔热枕 万流景仰 时望所归
安分守已 安份守己 秉公任直 正己守道 公正廉明
重岩迭障 重岩叠障 重山峻岭 重峦叠嶂 重峦迭嶂
安身之地 安身之处 一枝一栖 本乡本土 三邻四舍
迫不得已 艰苦创业 势穷力屈 用心竭力 进退维亟
满腔热枕 感人肺腑 始终不懈 心服首肯 誉不绝口
听其自然 优游自若 我行我素 神情自若 随俗沉浮
乳声乳气 唇尖舌利 谭言微中 尖言冷语 舌锋如火
范水模山 顶名冒姓 做张做势 铺眉蒙眼 铺眉苫眼
撒骚放屁 胡说乱道 胡说八道 凭空捏造 诞罔不经
借公行私 因公假私 招权纳赂 挟势弄权 争权夺利
亥豕相望 千差万错 秕言谬说 豕亥鱼鲁 言行不符
承颜候色 公正无私 公事公办 公平无私 虚己受人
不可言状 张口掉舌 声音笑貌 言为心声 分星劈两
耻与哙伍 不吝指教 言而不信 舍生忘死 心术不端
龙骧豹变 通文达艺 多才多艺 博学多才 通才练识
止戈散马 休牛散马 休牛归马 禁攻寝兵 案甲休兵
多情善感 多情多感 一悲一喜 触目崩心 触目伤心
郐下无讥 量小力微 小小不言 渺不足道 闲曹冷局
计功行赏 照功行赏 论功行封 论功行赏 论功封赏
祲威盛容 身显名扬 跗萼载韡 跗萼连晖 跗萼联芳
自我表现 囊里盛锥 逞强称能 自媒自衒 逞工炫巧
面壁磨砖 道傍之筑 不成三瓦 一手托天 钻火得冰
升官发财 发财致富 加官进禄 富贵显荣 多文为富
大大咧咧 望风扑影 瞎子摸鱼 小手小脚 草率将事
转瞬之间 瞬息之间 一时半刻 一时三刻 一时半晌
神魂飘荡 神魂荡飏 神不附体 心如悬旌 五心六意
一手一足 一手一脚 人单势孤 犬迹狐踪 郐下无讥
秉公任直 清廉正直 正直无私 志洁行芳 正大光明
灵心慧齿 利齿能牙 曲尽奇妙 通才练识 高才远识
言无伦次 言高语低 言行相悖 茫无端绪 言不逮意
铁肠石心 不欺屋漏 河水不洗船 稳坐钓鱼船 磊落不羁
七扭八歪 谗言佞语 血口喷人 破口大骂 泥猪疥狗
悔过自责 何必当初 计过自讼 反躬自责 痛悔前非
碎瓦颓垣 断垣残壁 破瓦颓垣 七穿八洞 上雨旁风
辱门败户 人言啧啧 耻言人过 损公肥私 负俗之累
唯所欲为 各取所需 自得其乐 从心所欲 自行其是
足不逾户 足不窥户 足不出门 闭门自守 不步人脚
锐挫望绝 当面错过 锐挫气索 大败亏输 大败亏轮
南山铁案 没计奈何 束手就困 禀性难移 法无可贷
无忧无虑 心平气定 无所畏忌 无羐无碍 平心静气
南来北往 星离月会 南去北来 此起彼伏 此起彼落
言之不预 无头无尾 一纸空文 无缘无故 音信杳无
朱弦三叹 凤吟鸾吹 余音绕梁 蕤宾铁响 妙舞清歌
慎小谨微 礼轻人意重 礼轻情意重 物以稀为贵 千金弊帚
吃惊受怕 目眐心骇 忑忑忐忐 张眉张眼 耽惊受怕
安土重旧 代马望北 安土重迁 安于现状 柔远镇迩
才夸八斗 家骥人璧 实获我心 才大如海 材雄德茂
头疼脑热 筐箧中物 纤芥之疾 微过细故 头痛额热
贫无置锥 贫病交迫 贫病交加 地瘠民贫 民困国贫
春暖花香 红情绿意 双柑斗酒 莺飞草长 春和景明
五洲四海 海外奇谈 连州跨郡 他乡异县 殷浩书空
摧坚陷阵 摧锋陷阵 摧锋陷坚 冲坚毁锐 坚不可摧
慰情胜无 聊以自慰 堪以告慰 自得其乐 正中下怀
据为己有 所作所为 各为其主 假力于人 以人为镜
加官进禄 升官发财 增收节支 进禄加官 加官晋爵
逐末忘本 逐末弃本 逐末舍本 囿于成见 王顾左右而言他
相因相生 相生相成 表里相应 相克相济 言行相符
东扭西捏 横蛮无理 蛮不讲理 蛮横无理 恶作剧
风行电击 胆壮气粗 胆粗气壮 略无忌惮 浑身是胆
进退出处 进退荣辱 出处进退 鹏抟鹢退 买田阳羡
矫情饰诈 假戏真做 弄假成真 乘伪行诈 造言生事
苍颜白发 雪鬓霜鬟 老大无成 鸡皮鹤发 白发苍颜
雪窗萤几 萤窗雪案 骑牛读汉书 燃糠自照 悬梁刺骨
阿时趋俗 阿世取容 适俗随时 适时应务 与时推移
不吝指教 不露形色 少安无躁 避瓜防李 避李嫌瓜
博学多才 逸群之才 聪明才智 多才多艺 雄材大略
狐媚魇道 淫言诐行 邪魔外祟 恶作剧 负诟忍尤
钜学鸿生 年高德勋 逸群之才 博学多才 远见卓识
引以为荣 际会风云 扬扬自得 知遇之恩 以誉为赏
坐观成败 事不关己，高高挂起 无所容心 不揪不睬 不揪不採
敢作敢当 有胆有识 不避艰险 应变无方 敢为敢做
尊师贵道 万世师表 诲人不惓 令人起敬 敬贤爱士
宠辱不惊 安分知足 欣然自得 闻融敦厚 不忙不暴
餐风宿雨 餐风饮露 餐风宿露 餐风宿草 宿水餐风
朴素无华 朴实无华 少吃俭用 俭以养德 谨身节用
搭搭撒撒 半三不四 迟眉钝眼 软弱无力 低眉垂眼
祁奚举午 祁奚之举 天上石麟 死诸葛能走生仲达 天上麒麟
飞书走檄 一时半晌 一时半霎 一时半刻 一时三刻
低眉折腰 降颜屈体 侧足而立 卑躬屈膝 缩头缩脑
相辅而行 一搭一档 东鸣西应 相因相生 瞻情顾意
耍花腔 弄虚作假 矫情饰诈 造言捏词 造言生事
崭露头脚 初试锋芒 初露锋芒 原始见终 破题儿第一遭
接连不断 有增无已 继古开今 相因相生 踵事增华
遥遥华胄 远亲近邻 九故十亲 负地矜才 负材矜地
残民害物 病国殃民 暴虐无道 误国殃民 奸淫掳掠
隐迹埋名 讳莫高深 隐姓埋名 避李嫌瓜 避人耳目
不露形色 舍生忘死 不吝指教 来世不可待 多管闲事
池鱼之虑 忧谗畏讥 险象环生 无妄之忧 忧心悄悄
进贤兴功 识才尊贤 推贤进善 以言举人 青钱学士
无偏无陂 中立不倚 公正不阿 允执厥中 言行相顾
非分之财 横恩滥赏 答非所问 不及之法 能不称官
凡偶近器 凡夫俗子 碌碌无奇 等闲之辈 无名小辈
破镜重圆 久别重逢 云交雨合 人生何处不相逢 煎胶续弦
甄心动惧 慎小事微 秉节持重 谨行俭用 去甚去泰
家传人诵 家传户诵 家喻户习 家见户说 家传户颂
勤学苦练 孜孜不辍 孜孜不懈 孜孜不怠 孜孜无怠
竭力虔心 尽力而为 用心竭力 殚谋戮力 孜孜无怠
智穷才尽 力殚财竭 坑家败业 大失所望 当面错过
树俗立化 遗风古道 仁人义士 流风余俗 遗风旧俗
重望高名 时望所归 大权在握 至尊至贵 权重望崇
自得其乐 靠天吃饭 人强胜天 自觉自愿 人众胜天
旧地重游 告老还乡 还淳反古 还原反本 锦衣行昼
河水不犯井水 分毫不爽 一碗水端平 奋不顾身 打开天窗说亮话
豕窜狼逋 愧悔无地 破烂不堪 丢人现眼 破烂流丢
恪守不渝 坚守不渝 抱柱之信 坚贞不渝 孜孜不辍
日增月盛 日益月滋 日增月益 日新月盛 日新月著
病魔缠身 成年古代 地老天荒 天荒地老 积非成是
力均势敌 权均力齐 世上无难事 相差无几 公平无私
心腹之交 忘形交 三朋四友 合胆同心 奔走之友
阙一不可 无佛处称尊 无所不及 无机可乘 不破不立
兴讹造讪 飞谋钓谤 深文巧诋 造谣生非 骂不绝口
答非所问 横恩滥赏 违条犯法 碰钉子 言行不符
危急存亡之秋 进退维亟 死里求生 刀头剑首 燕巢卫幕
兴家立业 励精更始 有所作为 自给自足 自食其力
历精为治 历精图治 励精求治 忧国奉公 奋发踔厉
揽权纳贿 招权纳赇 招权纳赂 受制于人 招权纳贿
活龙活现 活灵活现 栩栩欲活 活神活现 唯妙唯肖
托物陈喻 要而言之 十捉九着 十拿九稳 言简义丰
雄姿英发 龙骧虎啸 汪洋自恣 龙威燕颔 骁勇善战
鹄峙鸾停 眉目如画 雍容闲雅 兰心蕙性 鸿轩凤翥
超然自逸 平心易气 柔远镇迩 偷闲躲静 超凡出世
百端交集 即景生情 感人肺腑 百虑攒心 语重心长
救难解危 救困扶危 扶危救困 持危扶颠 抱不平
微过细故 郐下无讥 纤介之祸 稍逊一筹 毫发丝粟
隋珠和玉 隋珠荆璧 隋珠和璧 隋侯之珠 灵蛇之珠
招摇过市 荡气回肠 心荡神迷 过市招摇 免怀之岁
连三跨五 十万火速 蹑影追风 追风蹑景 一日万里
油光晶亮 油光可鉴 清莹秀澈 光彩耀目 目光炯炯
潜光隐德 敛锷韬光 露马脚 藏龙卧虎 卧虎藏龙
腹非心谤 心非巷议 窝火憋气 假仁假意 稔恶藏奸
附赘县疣 附赘悬胾 附赘悬疣 泥车瓦马 悬疣附赘
琵琶旧语 相忍为国 持权合变 表里相应 事出有因
浪迹天涯 浪迹天下 浪迹浮踪 东飘西徙 东飘西泊
揎腕攘臂 揎拳舞袖 揎拳裸臂 揎拳裸手 揎拳攞袖
与世俯仰 与世浮沉 随声趋和 人我是非 言谈举止
日不移影 石火风灯 石火风烛 转瞬之间 渺无影踪
险象环生 见势不妙 遭倾遇祸 苦难深重 久历风尘
解纷排难 救难解危 救困扶危 扶危救困 持危扶颠
画中有诗 画意诗情 诗情画意 一吟一咏 笔墨横姿
令不虚行 间不容缓 当务始终 事在必行 兹事体大
取巧图便 营私作弊 贪污腐化 谋图不轨 植党营私
论议风生 言之有序 大有见地 逸群之才 雄才大略
一言丧邦 误国殃民 家亡国破 亡国破家 国破家亡
汲汲皇皇 孳孳汲汲 孜孜汲汲 飘风暴雨 骤雨暴风
里出外进 四分五裂 若有若无 错落不齐 不切实际
满招损，谦受益 神气活现 聪明反被聪明误 有我无人 有一利必有一弊
际会风云 识微见远 大有作为 有所作为 有例可援
池鱼之祸 池鱼之殃 跌脚绊手 池鱼林木 根株牵连
醉生梦死 混混噩噩 失张冒势 豕窜狼逋 醉死梦生
骚情赋骨 雅人韵士 雍容大度 行动坐卧 雅量高致
餐风茹雪 餐风啮雪 餐风咽露 餐风宿露 餐风宿雨
殊形妙状 诡形奇制 怪形怪状 骇状殊形 奇形异状
心如刀割 心如刀绞 心如刀锉 心如刀锯 心如刀搅
绝路逢生 挺而走险 危急存亡之秋 履险蹈危 朝不及夕
一介之善 量小力微 慎小谨微 慎小事微 野人奏曝
瞒天过海 造言生事 蒙混过关 运智铺谋 运计铺谋
信守不渝 始终不懈 终始不渝 终始若一 坚贞不渝
三平二满 心满意足 称心如意 暖衣饱食 心满意得
章决句断 词正理直 字顺文从 词严义密 词约指明
价廉物美 物美价廉 朴素无华 公平交易 词约指明
负诟忍尤 害人不浅 求益反损 招是搬非 大败亏轮
废书而叹 弃之可惜 即景生情 不甘后人 触物兴怀
娇皮嫩肉 柔肤弱体 目光炯炯 玉骨冰肌 瘦骨如柴
洽闻强记 多见广识 博学多才 通文达艺 通才练识
来势汹汹 声威大震 大声疾呼 死声唃气 大吆小喝
蹈矩循规 循涂守辙 例行差事 遵道秉义 照章办事
触目崩心 触目伤心 触目伤怀 悱恻缠绵 苦难深重
乐山爱水 山栖谷隐 山栖谷饮 游山玩水 眠云卧石
磊落光明 直抒己见 正大光明 和睦相处 披襟解带
近在眉睫 看人眉睫 目光炯炯 光彩耀目 艳如桃李
龙雏凤种 天潢贵胄 世济其美 凤子龙孙 桂子兰孙
熔今铸古 熔古铸今 识字知书 閒今铸古 格古通今
胆丧魂惊 胆丧魂消 魂消魄丧 神丧胆落 惊心吊胆
岁暮天寒 飘风苦雨 天寒地冻 寒风侵肌 折胶堕指
福寿齐天 福寿绵绵 齐天洪福 福寿年高 福寿无疆
脱颖囊锥 显山露水 贯斗双龙 鳌里夺尊 青钱万选
桀骜难驯 顽梗不化 倔头强脑 傲头傲脑 执而不化
冰洁渊清 玉清冰洁 清洌可鉴 炳如日星 冰清玉洁
贵贱无二 齐名并价 行合趋同 比量齐观 视同一律
随俗浮沉 从心所欲 专欲难成 漫不经意 正中下怀
相持不下 百般刁难 同恶相求 横冲直撞 表里受敌
查无实据 形迹可疑 疑团莫释 以疑决疑 众难群疑
友风子雨 云情雨意 风雨时若 风举云飞 云天高谊
无妄之福 贪蛇忘尾 舍生忘死 漫不经意 坐享其功
优游岁月 悠闲自在 逍遥自在 逍遥自得 超然自逸
卓立鸡群 鹤立鸡群 云屯森立 鱼贯而出 独鹤鸡群
肝胆相照 肝胆照人 析肝吐胆 露胆披肝 析肝刿胆
龙腾虎踞 人多势众 党坚势盛 百万雄师 龙腾虎啸
公明正大 公正廉明 公正无私 公平无私 秉公任直
寻欢作乐 追欢取乐 乐在其中 乐事劝功 遣愁索笑
鸿函钜椟 博学多才 富面百城 洽闻强记 胸中万卷
轻装简从 轻车简从 轻骑简从 一个半个 身单力薄
霞友云朋 青林黑塞 鹭朋鸥侣 轻举远游 高举深藏
骨化形销 神灭形消 一命归阴 一命归西 出死断亡
风月无边 寻壑经丘 游山玩水 乐山爱水 游目骋观
取信于人 取信于民 点头咂嘴 心服首肯 名利双收
讳莫高深 置之脑后 顿足不前 不露形色 此风不可长
家道从容 肥甘轻暖 家道小康 家给人足 家殷人足
日久天长 地久天长 天长日久 日久见人心 寸积铢累
切近的当 简明扼要 简截了当 字顺文从 简要清通
反覆无常 浮迹浪踪 没颠没倒 半信不信 不知颠倒
一举两得 祛病延年 救急扶伤 却病延年 愁潘病沈
惹祸招殃 惹灾招祸 惹祸招愆 惹祸招灾 损人害己
量能授官 沿才受职 以人择官 随才器使 因任授官
人荒马乱 祸乱滔天 兵慌马乱 戎马劻勷 云扰幅裂
漫不经意 不足轻重 渺不足道 小小不言 未足轻重
无羐无碍 无挂无碍 无忧无虑 无所畏忌 无所忌讳
相切相磋 相克相济 负诟忍尤 恩威并重 明鼓而攻之
桑中之喜 败德辱行 不正之风 出言无状 言不顾行
鹄峙鸾停 眉目如画 霞姿月韵 仪静体闲 兰心蕙性
得薄能鲜 区闻陬见 凡才浅识 德薄才鲜 德薄能鲜
敩学相长 桂玉之地 学而时习之 钻坚研微 多才多艺
和蔼可亲 和蔼近人 心慈面软 温柔敦厚 言和意顺
饮食起居 文似其人 稗官小说 吃喝玩乐 安贫乐贱
剗恶锄奸 刬恶锄奸 革奸铲暴 讨恶翦暴 祛蠹除奸
相生相成 相因相生 诸如此比 诸若此类 诸有此类
有识之士 精明强干 精明能干 心中有数 好事之徒
顺风张帆 顺风使船 顺风行船 就汤下面 顺风使帆
话长说短 说长道短 说短论长 论长道短 论长说短
枵腹终朝 难乎其难 在陈之厄 势穷力屈 道殣相望
少安毋躁 谨小慎微 缓急相济 掉以轻心 抹月批风
运用自如 热情洋溢 才夸八斗 论议风生 逸群之才
增收节支 一举两得 东撙西节 节用爱民 损有余补不足
食甘寝宁 三平二满 食甘寝安 酒醉饭饱 暖衣饱食
出舆入辇 事在必行 行不履危 日夜兼程 游必有方
没计奈何 无可名状 不了而了 束手就困 力有未逮
心巧嘴乖 能言快语 利齿能牙 洞中肯綮 谈论风生
众口一词 假门假事 百口同声 众口同声 所见略同
九牛拉不转 铜心铁胆 不可动摇 一脚不移 吾膝如铁
匡衡凿壁 萤窗雪案 胸中万卷 牛角挂书 刺股读书
柳啼花怨 鸟啼花落 鬼哭天愁 兔葵燕麦 凄入肝脾
含糊不明 查无实据 强不知以为知 不知颠倒 半懂不懂
舍近务远 捐弃前嫌 革旧图新 遗名去利 无妄之福
柳昏花螟 柳暗花遮 柳亸花娇 桃腮柳眼 寓情于景
遗臭无穷 遗臭万载 贪心不足 贻害无穷 遗害无穷
言之有理 言之有礼 大有见地 左思右想 随事制宜
