公平正直 公正不阿 正直无邪 公明正大 公平无私
冁然而笑 强颜欢笑 载笑载言 掩口葫芦 喜行于色
抖搂精神 抖擞精神 励精更始 神飞气扬 奋起直追
妍姿艳质 柳夭桃艳 鱼沉雁落 杏脸桃腮 花颜月貌
把臂徐去 情投谊合 情投意忺 和睦相处 触手可及
夙夜在公 始终不懈 埋头苦干 孜孜不辍 克尽厥职
莞尔而笑 和蔼可亲 和蔼近人 闻融敦厚 言笑晏晏
寡见鲜闻 寒腹短识 款学寡闻 束教管闻 管窥筐举
仪静体闲 举止娴雅 鹄峙鸾停 兰质薰心 兰质熏心
正大堂皇 正大堂煌 明公正气 正明公道 正正堂堂
暑雨祁寒 啮雪餐毡 惊风怒涛 冲风冒雨 大旱望云
策无遗算 始终不懈 巨细无遗 点水不漏 百无一失
一偏之见 一偏之论 一隅之见 一得之愚 一隅之说
斋心涤虑 齐心涤虑 省身克己 不念旧恶 改行为善
少头缺尾 残缺不全 七穿八烂 零圭断璧 里出外进
材德兼备 多才多艺 精明强干 精明能干 心中有数
雨帘云栋 雨栋风帘 金璧辉煌 辉煌金碧 朱楼碧瓦
不药而愈 早占勿药 事不关己 无挂无碍 不足为虑
同德协力 协心戮力 一心一力 齐心协力 齐心合力
心如火焚 心焦火燎 满腔热枕 感慨激昂 心急火燎
世扰俗乱 不正之风 世风日下 败俗伤化 败化伤风
一溜烟 驱霆策电 一日千里 追风蹑景 蹑影追风
自食其果 自食其恶果 自贻伊咎 悔过自责 计过自讼
事捷功倍 明效大验 多快好省 省烦从简 谨行俭用
志得意满 志满意得 径情直行 一呵而就 心满意足
枝叶相持 知疼着痒 土扶成墙 知疼着热 佛眼佛心
狼心狗肺 如狼似虎 狗肺狼心 鼠心狼肺 狗行狼心
素丝良马 令人起敬 春露秋霜 赏贤使能 敬贤重士
无庸赘述 可想而知 不足为虑 无所忌讳 自由放任
百代过客 滔滔不竭 滔滔不断 日月如流 逝者如斯
平心静气 优游岁月 栖冲业简 平心易气 心平气定
狂吠狴犴 吠非其主 狗吠之惊 一犬吠形，百犬吠声 一吠百声
使贤任能 任贤使能 作育人材 以言举人 爱人好士
引经据典 牵经引礼 上篇上论 依经傍注 引经据古
饥不暇食 喝西北风 饥火烧肠 不遑暇食 枵腹终朝
腾空而起 青霄直上 飞升腾实 飞声腾实 翼翼飞鸾
兵拏祸结 兵连祸接 雪上加霜 祸不单行 兵连祸结
急痛攻心 五内俱崩 悲痛欲绝 心如刀绞 心如刀割
耻居人下 牛口之下 含瑕积垢 泥猪疥狗 贩夫皂隶
进退中绳 进退应矩 进退有常 进退履绳 进退有节
长命富贵 苍颜白发 白发苍颜 松柏之寿 黄发儿齿
颊上三毛 璧坐玑驰 神施鬼设 游云惊龙 笔歌墨舞
秋波盈盈 满腔热忱 情深一往 口沸目赤 情见于色
贪生畏死 贪生恶死 爱生恶死 惶惶不安 惶恐不安
十恶不赦 弥天大罪 迷天大罪 罪当万死 滔天大罪
七高八低 里出外进 错落不齐 脚高步低 浮皮潦草
一无所获 终成泡影 万念俱寂 一无所得 前功尽废
信守不渝 足踏实地 贼心不死 始终不懈 孜孜砽砽
惹事生非 招是搬非 寻事生非 贪功起衅 聚众滋事
目不暇给 目不暇接 怵目惊心 触目惊心 无奇不有
勃然大怒 忿然作色 雷嗔电怒 怒气冲冲 怫然作色
重葩累藻 锦篇绣帙 烂若披锦 绣虎雕龙 奇文瑰句
海不波溢 平风静浪 风平波息 时清海宴 风平浪静
急人之难 急人之困 乐善好施 乐善不倦 急公好施
矢口狡赖 造恶不悛 矢口否认 矢口抵赖 为恶不悛
舍生忘死 重气轻命 重义轻生 重气轻生 慎小事微
超世之才 雄材大略 宏才大略 雄才大略 才学兼优
如弃敝屣 不足为意 无所重轻 无所容心 明赏不费
披露肝胆 披肝露胆 效死勿去 效死输忠 破肝糜胃
潜心笃志 潜心涤虑 抟心揖志 用心用意 专心一志
长久之计 宏图大志 长计远虑 百年大计 行针步线
以肉餧虎 以肉喂虎 以肉啖虎 驾鹤西游 出死断亡
做张做势 妆模作样 拿腔做势 拿班作势 铺眉蒙眼
取而代之 截鹤续凫 以桃代李 后浪催前浪 新故代谢
改行为善 改行迁善 改行从善 知过能改 改行自新
嫁狗随狗 嫁鸡逐鸡 夫荣妻显 贤妻良母 贤母良妻
晰毛辨发 睹微知著 视微知著 历历可辨 微察秋毫
无冬无夏 青山不老 万古千秋 穷年累世 积时累日
通险畅机 变危为安 畅行无阻 畅通无阻 去危就安
坚守不渝 誓死不渝 始终不懈 坚贞不渝 矢忠不二
焦沙烂石 焦金流石 焦金烁石 燋金烁石 火烧火燎
洞察一切 一见了然 了了可见 游目骋观 众目昭彰
富贵逼人 才高运蹇 操刀制锦 出幽迁乔 时来运来
虚己受人 言气卑弱 公听并观 倾耳细听 娓娓动听
鲁卫之政 同日而语 牵物引类 连类比事 铢两相称
无偏无倚 中立不倚 直上直下 杖履相从 持之以恒
括目相待 另眼看待 刮目相见 另眼相待 另眼相看
鲇鱼上竹 不进则退 畏缩不前 畏葸不前 进俯退俯
放浪不拘 放浪无拘 放浪无羁 放诞不羁 放诞不拘
偃革尚文 偃武崇文 偃兵修文 偃武兴文 偃武觌文
背曲腰躬 背曲腰弯 耸肩曲背 耸肩缩背 曲里拐弯
刺心裂肝 痛贯心膂 泣血捶膺 痛心伤臆 叩心泣血
颊上添毫 匀红点翠 淡汝浓抹 淡写轻描 绘声绘色
儿女心肠 满腔热枕 情投谊合 情投意忺 热情洋溢
心术不端 言不及行 行不副言 傲慢少礼 傲慢无礼
谆谆告戒 谆谆诰诫 诱掖奖劝 做刚做柔 谆谆善诱
含糊其词 半吐半露 半吞半吐 不阴不阳 含糊不明
羞面见人 敢怨而不敢言 忸怩不安 胆小怕事 愧悔无地
总角之交 竹马之友 少成若性 生发未燥 虎头虎脑
连明彻夜 连明达夜 连宵彻曙 弥日累夜 以日继夜
避世墙东 潜踪匿影 隐迹埋名 窝停主人 贩夫贩妇
百般奉承 曲意奉迎 曲意迎合 曲意承迎 偷媚取容
兔死凫举 兔起凫举 凫趋雀跃 一溜烟 趋之若鹜
东门黄犬 将功补过 以功补过 将功赎罪 匡救弥缝
还原反本 还元返本 还淳反古 复旧如初 归真反朴
朱阁青楼 精妙绝伦 宋画吴冶 摘艳薰香 摘艳熏香
削职为民 迁臣逐客 封金挂印 愚夫愚妇 脱袍退位
物尽其用 弃故揽新 爱日惜力 如弃敝屣 明赏不费
瘦羊博士 嗔拳不打笑面 讫情尽意 束身自修 岁寒松柏
一点一滴 毫发丝粟 毛发丝粟 分厘毫丝 分寸之末
鸾吟凤唱 鸾俦凤侣 群雌粥粥 凤凰于飞 百啭千声
推崇备至 感恩戴德 戴高帽子 讽德诵功 点头咂嘴
河斜月落 月落参横 月落星沉 兔起乌沉 月没参横
结结巴巴 巴巴急急 巴巴结结 肤皮潦草 浮皮潦草
千形万状 变态百出 千变万化 十变五化 九变十化
艰难困苦 若涉渊水 握蛇骑虎 如蹈水火 狼艰狈蹶
溯水行舟 沸沸汤汤 逆水行舟 风起水涌 乘风破浪
自由放任 放任自流 任其自流 听其自流 听其自然
朱弦三叹 珠歌翠舞 鸾歌凤舞 凤吟鸾吹 惊起梁尘
功到自然成 发奋图强 成人不自在，自在不成人 敬事后食 有志者事竟成
醉生梦死 执迷不醒 恍如梦境 昏迷不醒 混混沌沌
心小志大 干干翼翼 敏于事，慎于言 志美行厉 敬终慎始
一日千丈 火然泉达 悬崖转石 形势逼人 势不可挡
默换潜移 默转潜移 潜消默化 潜移默运 潜移默夺
物议沸腾 人言籍籍 人多口杂 议论纷纷 议论纷错
贪功起衅 惹事生非 计功谋利 见利忘义 招是搬非
随乡入乡 随乡入俗 靠山吃山，靠水吃水 入乡随俗 优游岁月
历精图治 历精为治 励精求治 历精更始 励精更始
高自位置 才夸八斗 自高自大 龙翰凤雏 龙翰凤翼
遣辞措意 遣词造意 遣词措意 遣言措意 遣词立意
千方百计 百计千方 百计千谋 千方万计 挖空心思
同德协力 分工合作 一心同功 同心合力 同心并力
投刃皆虚 心中有数 从容自如 精明强干 精明能干
堆山积海 积金累玉 山积波委 积玉堆金 堆金积玉
空谷传声 空谷足音 惊耳骇目 突如其来 跫响空谷
云集响应 同心合力 同心并力 同心一力 同心叶力
生吞活剥 行远升高 触类而长 生搬硬套 活剥生吞
营私植党 植党营私 因公假私 朋党比周 争权夺利
文武差事 暮夜怀金 东偷西摸 贼头贼脑 窝停主人
没精打彩 凤狂龙躁 两头三绪 失魂荡魄 热锅上的蚂蚁
搬唇弄舌 数黑论黄 论黄数黑 戴高帽子 面誉背毁
断墨残楮 杞宋无征 遗编断简 遗编绝简 东完西缺
察言观行 审己度人 量力度德 反躬自问 话长说短
表里受敌 遵养晦时 背腹受敌 四面受敌 两败俱伤
云行雨施 雨露之恩 云行雨洽 祥风时雨 沛雨甘霖
心术不端 为非作歹 淫言诐行 造恶不悛 以小人之心，度君子之腹
柔心弱骨 好声好气 温润而泽 闻融敦厚 温文儒雅
吊古伤今 抚今悼昔 抚今思昔 抚今痛昔 感今怀昔
振穷恤贫 赈贫贷乏 振穷恤寡 济苦怜贫 分贫振穷
想望丰采 心乡往之 想望风褱 想望风采 心向往之
矩步方行 正己守道 道而不径 立身行己 正身明法
重峦迭嶂 重峦叠嶂 重峦迭巘 重岩迭嶂 重山峻岭
安身之地 靠山吃山，靠水吃水 安身之处 安家立业 根生土长
横拖倒扯 生拖死拽 横拖倒拽 力不能支 横拖竖拉
感人肺腑 满腔热枕 深信不疑 心服口服 口服心服
听其自然 放任自流 随俗沉浮 应变无方 唯所欲为
乳声乳气 舌锋如火 唇尖舌利 尖言冷语 谭言微中
范水模山 亦趋亦步 附势趋炎 照葫芦画瓢 照猫画虎
凭空捏造 无知妄作 胡说八道 脱天漏网 东猜西疑
以权谋私 借公行私 因公假私 营私罔利 营私作弊
亥豕相望 千差万错 豕亥鱼鲁 言多必失 护过饰非
唯命是听 唯命是从 坚执不从 自行其是 承颜候色
分星擘两 分星劈两 嘴清舌白 不可言喻 不可言状
敬终慎始 不近道理 一般见识 区闻陬见 凡才浅识
游云惊龙 龙骧豹变 通文达艺 多才多艺 捉衿见肘
止戈散马 休牛归马 休牛散马 放牛归马 归马放牛
多情善感 多情多感 乐极则忧 悲从中来 红愁绿惨
土壤细流 郐下无讥 沧海一鳞 毫发丝粟 片鳞残甲
计功行赏 照功行赏 班功行赏 论功封赏 论功行赏
跗萼连晖 跗萼联芳 跗萼载韡 二惠竞爽 双桂联芳
囊锥露颖 囊里盛锥 自我表现 才夸八斗 显山露水
面壁磨砖 道傍之筑 钻火得冰 一手托天 好梦难圆
升官发财 加官进禄 进禄加官 功名富贵 加官晋爵
小手小脚 卤莽灭裂 大大咧咧 望风扑影 千里一曲
瞬息之间 朝朝暮暮 一时半刻 一时半霎 一时半晌
神魂荡飏 神魂飘荡 神不附体 心如悬旌 弄影团风
一手一足 一手一脚 人单势孤 难鸣孤掌 犬键踪
志洁行芳 清廉正直 千仞无枝 清风峻节 秉公任直
才夸八斗 风流潇洒 慧心妙舌 材雄德茂 拿云捉月
言无伦次 言不逮意 笨嘴笨舌 鸿断鱼沉 辞不达义
铁肠石心 木石心肠 铮铮铁汉 铮铮铁骨 吃软不吃硬
血口喷人 泥猪疥狗 知我罪我 狐鼠之徒 恶语伤人
悔过自责 计过自讼 何必当初 反躬自责 痛悔前非
碎瓦颓垣 断垣残壁 破瓦颓垣 片瓦不留 尺椽片瓦
辱门败户 不正之风 败俗伤化 败俗伤风 败化伤风
惟所欲为 见机行事 从心所欲 唯所欲为 各取所需
足不出门 足不窥户 足不逾户 闭门不出 闭关自守
锐挫气索 心灰意冷 大败亏轮 丧身失节 锐挫望绝
南山铁案 法无可贷 条条框框 跳到黄河洗不清 未了公案
神色不惊 神色不动 敦默寡言 坦然自若 言笑自若
南去北来 南来北往 此起彼伏 此起彼落 此伏彼起
逾绳越契 言之不预 无头无尾 口口相传 鸿断鱼沉
余音绕梁 凤吟鸾吹 余妙绕梁 惊起梁尘 清歌曼舞
千金弊帚 慎小谨微 慎小事微 中河失舟，一壶千金 物以稀为贵
耽惊受怕 惶惶不安 惶恐不安 忑忑忐忐 心有余悸
代马望北 安土重旧 安土重迁 千岁鹤归 北风之恋
囊锥露颖 才夸八斗 八斗之才 才高八斗 秋实春华
头疼脑热 头痛额热 头痛脑热 纤介之祸 微过细故
贫无立锥 贫无置锥 贫无立锥之地 身无分文 囊匣如洗
春暖花香 红情绿意 莺飞草长 双柑斗酒 春山如笑
海外奇谈 五洲四海 千奇百怪 异闻传说 绝国殊俗
摧锋陷坚 摧坚陷阵 摧锋陷阵 破坚摧刚 冲坚毁锐
聊以自慰 慰情胜无 聊以自娱 堪以告慰 指雁为羹
据为己有 自我作故 自我作古 铸新淘旧 假力于人
加官进禄 进禄加官 加官晋爵 邀功求赏 迁乔出谷
离本依末 离本趣末 背本就末 逐末舍本 逐末弃本
表里相应 适以相成 相与为一 相因相生 雄唱雌和
格格不纳 不胜其苦 忍无可忍 于心何忍 违天悖人
气壮胆粗 气势汹汹 胆壮气粗 胆粗气壮 略无忌惮
进退出处 进退荣辱 鹏抟鹢退 买田阳羡 出处进退
矫情饰诈 假戏真做 有鼻子有眼 造言生事 弄假成真
苍颜白发 白发苍颜 槁项没齿 鸡皮鹤发 黄干黑廲
牛角挂书 燃糠自照 雪窗萤几 牛角书生 悬梁刺骨
阿世取容 阿时趋俗 适时应务 顺时随俗 头出头没
少安无躁 不容置喙 软语温言 秉节持重 各人自扫门前雪
宏才大略 聪明才智 才学兼优 雄材大略 有识之士
狐媚魇道 邪魔外祟 邪魔外道 断怪除妖 除邪惩恶
识途老马 老马识途 识涂老马 钜学鸿生 熟门熟路
一命之荣 引以为荣 一行作吏 因任授官 临危受命
坐视成败 坐观成败 骄傲自满 舍己芸人 不以为意
敢为敢做 敢作敢当 有胆有识 不避艰险 有勇知方
尊师贵道 师道尊严 师严道尊 桃李之教 传道受业
宠辱不惊 宠辱皆忘 受宠若惊 闻宠若惊 不自满假
餐风咽露 餐风饮露 餐风宿露 餐风宿草 餐风宿雨
朴素无华 雕盘绮食 省吃俭用 瓦器蚌盘 黜奢崇俭
搭搭撒撒 没精打彩 萎糜不振 垂头丧气 半三不四
祁奚举午 祁奚之举 祁奚之荐 天上石麟 谢庭兰玉
飞书走檄 倚马七纸 瞬息之间 一呵而就 一时半霎
低眉折腰 缩头缩脑 降颜屈体 低首下气 侧足而立
一搭一档 相辅而行 共为唇齿 枝叶相持 相得益章
矫情饰诈 弄虚作假 耍花腔 打马虎眼 诳时惑众
崭露头脚 初露锋芒 初试锋芒 初露头角 逸群之才
踵事增华 继古开今 相因相生 有增无已 守先待后
遥遥华胄 知我罪我 泥猪疥狗 诠才末学 才薄智浅
残民害物 病国殃民 误国殃民 百般折磨 打富济贫
隐姓埋名 隐迹埋名 隐名埋姓 讳莫高深 不露神色
助人下石 损人不利己 多管闲事 舍己为人 己所不欲，勿施于人
池鱼之虑 无妄之忧 悬心吊胆 提心吊胆 担惊受怕
进贤兴功 以言举人 进贤用能 推贤进善 使贤任能
中立不倚 不偏不倚 持正不阿 秉公任直 公正不阿
非分之财 不劳而获 不勤而获 不义之财 得不偿丧
凡偶近器 凡胎浊骨 凡夫俗子 碌碌无奇 碌碌无能
破镜重圆 久别重逢 言归和好 人生何处不相逢 破镜重合
三复白圭 敬终慎始 谨言慎行 甄心动惧 秉节持重
家传人诵 家传户诵 家传户颂 家弦户诵 家喻户习
雪天萤席 孜孜无倦 勤学苦练 孜孜不怠 孜孜不懈
竭力虔心 竭尽全力 目注心营 惟力是视 用心竭力
灯尽油干 河倾月落 力殚财竭 计尽力穷 夜静更阑
遗风旧俗 树俗立化 遗风余俗 革风易俗 变俗易教
重望高名 至尊至贵 天王老子 都头异姓 时望所归
无为而成 因人成事 成己成物 假力于人 力所不及
旧地重游 归去来兮 抛乡离井 锦衣行昼 离乡背土
兵不雪刃 有征无战 轻装上阵 军不血刃 兵无血刃
头焦额烂 烂额焦头 忸怩不安 尿流屁滚 哭笑不得
恪守不渝 有始有卒 蹈矩循规 奉命惟谨 雷打不动
日新月盛 日新月著 日增月盛 月异日新 日异月殊
病魔缠身 多历年稔 沉疴宿疾 一卧不起 日久年深
权均力齐 力均势敌 权均力敌 不差上下 势钧力敌
青林黑塞 他乡故知 惠子知我 心腹之交 李郭同舟
虚往实归 无往不克 一无所成 躬行实践 无远弗届
造谣生非 造谣生事 痛诬丑诋 兴讹造讪 搬口弄舌
未敢苟同 碰钉子 格格不纳 免开尊口 理所不容
幕燕鼎鱼 危急存亡之秋 燕巢卫幕 刀头剑首 国难当头
兴家立业 白手成家 白手兴家 艰苦创业 积功兴业
历精图治 历精为治 励精求治 忧国奉公 振奋人心
揽权纳贿 招权纳赇 招权纳赂 招权纳贿 受制于人
活神活现 活灵活现 活龙活现 栩栩欲活 惟肖惟妙
提纲振领 提纲举领 要而言之 洗眉刷目 托物陈喻
龙威燕颔 雄姿英发 龙骧虎啸 意气高昂 燕颔虎须
鹄峙鸾停 兰心蕙性 相貌堂堂 眉目如画 霞姿月韵
抛乡离井 离乡背土 超凡出世 怀土之情 超然自逸
百端交集 感慨万端 千愁万绪 魂驰梦想 百感交集
救难解危 扶危救困 救困扶危 如解倒悬 振穷恤寡
三差两错 阴错阳差 阴差阳错 失之毫厘，差以千里 失之毫厘，差之千里
隋珠和玉 隋珠荆璧 隋珠和璧 灵蛇之珠 隋侯之珠
掉书袋 抚今追昔 掉三寸舌 心荡神迷 荡气回肠
追风蹑景 蹑影追风 连三跨五 风行电照 燕跃鹄踊
油光晶亮 油光可鉴 清莹秀澈 明光烁亮 炳炳焤焤
藏龙卧虎 卧虎藏龙 潜光隐德 敛锷韬光 韬光养晦
包藏祸心 稔恶藏奸 腹非心谤 敢怨而不敢言 包藏奸心
附赘县疣 附赘悬胾 附赘悬疣 悬疣附赘 余食赘行
琵琶旧语 割地求和 相忍为国 城下之盟 一床锦被遮盖
浪迹天涯 浪迹天下 闯南走北 东飘西泊 东飘西徙
揎腕攘臂 揎拳舞袖 揎拳裸臂 揎拳裸手 揎拳攞袖
与世俯仰 与世浮沉 与世沉浮 随人俯仰 世道人心
日不移影 间不容瞚 间不容瞬 流光瞬息 呼吸之间
遭倾遇祸 黑风孽海 握蛇骑虎 燕巢卫幕 池鱼幕燕
解纷排难 排难解纷 排患解纷 救难解危 扶危定乱
一吟一咏 文期酒会 匡鼎解颐 家弦户诵 来回来去
令不虚行 威重令行 事在必行 随事制宜 势在必行
取巧图便 营私作弊 盗食致饱 有利可图 借公行私
奇文共赏 长篇累牍 言之有序 文章宗匠 文章宗工
一言丧邦 国将不国 榱栋崩折 一言兴邦 鱼烂土崩
急如风火 危急存亡之秋 骤雨狂风 骤雨暴风 骤风暴雨
参差不一 里出外进 四分五裂 错落不齐 参差不齐
满招损，谦受益 益谦亏盈 一谦四益 神气活现 才广妨身
见世生苗 月晕础润 鸟枪换炮 天从人原 放长线钓大鱼
池鱼之殃 池鱼之祸 一长两短 一长二短 不测之忧
醉生梦死 醉死梦生 如痴如梦 如梦如醉 似醉如痴
骚情赋骨 雅人韵士 雍容大度 文人学士 文人墨客
餐风茹雪 餐风啮雪 餐风宿雨 餐风宿露 餐风宿草
殊形妙状 奇形异状 奇形怪状 怪形怪状 怪模怪样
心如刀割 心如刀绞 心如刀剉 心如刀搅 心如刀锯
绝路逢生 朝不及夕 死里求生 危急存亡之秋 险遭不测
寸草衔结 一饭之德 涓埃之力 一介之善 感恩怀德
兵行诡道 运智铺谋 运计铺谋 陷落计中 瞒天过海
坚贞不渝 恪守不渝 坚守不渝 信守不渝 终始若一
三平二满 暖衣饱食 肥甘轻暖 心满意足 枕稳衾温
章决句断 字顺文从 词正理直 辞简义赅 笔酣墨饱
物美价廉 价廉物美 多快好省 货真价实 言无二价
损己利人 损人利己 因小失大 求益反损 招是搬非
废书而叹 即景生情 借景生情 读不舍手 触目兴叹
丰神异彩 瘦骨如柴 玉骨冰肌 娇皮嫩肉 年轻力壮
洽闻强记 博闻强志 强记博闻 多见广识 博学多才
死声唃气 大呼小叫 鬼吒狼嚎 鬼咤狼嚎 大吆小喝
循涂守辙 蹈矩践墨 蹈矩循彟 蹈规循矩 践规踏矩
悲从中来 急痛攻心 心如刀绞 心如刀割 苦难深重
山栖谷隐 山栖谷饮 岩栖谷隐 乐山爱水 眠云卧石
磊落光明 正大光明 披襟解带 言无不尽 吐肝露胆
看人眉睫 柳眉星眼 目光炯炯 挤眉弄眼 近在眉睫
桂子兰孙 子子孙孙 玉叶金枝 孝子慈孙 天潢贵胄
识字知书 熔古铸今 熔今铸古 閒今铸古 识文断字
胆丧魂消 胆丧魂惊 毛骨耸然 毛骨竦然 魂消魄丧
岁暮天寒 天寒地冻 飘风苦雨 冰雪严寒 冰天雪窖
福寿齐天 福寿绵绵 福寿康宁 齐天洪福 福寿年高
嵚崎历落 超群出众 脱颖囊锥 楚楚不凡 拔丛出类
桀骜难驯 傲头傲脑 梗顽不化 倔头强脑 顽梗不化
冰洁渊清 冰清玉洁 玉清冰洁 清洌可鉴 玉洁冰清
物以希为贵 物稀为贵 如获至珍 以玉抵乌 物以稀为贵
从心所欲 惟所欲为 唯所欲为 听其自然 漫不经意
枪烟炮雨 枪烟砲雨 相持不下 击搏挽裂 枪声刀影
疑团莫释 不知头脑 疑误天下 犹豫不决 疑团满腹
友风子雨 云情雨意 雨恨云愁 殢雨尤云 尤花殢雪
贪蛇忘尾 无妄之福 不顾大局 焚林而畋 焚林而狩
优游岁月 悠闲自在 逍遥自得 逍遥自在 优哉游哉
鹤立鸡群 卓立鸡群 独鹤鸡群 鹤行鸡群 鹤处鸡群
析肝沥悃 露胆披肝 析肝吐胆 言无不尽 吐心吐胆
龙腾虎踞 中原逐鹿 百万雄师 党坚势盛 成群结伙
遇物持平 秉公任直 守正不挠 正直无邪 公正不阿
寻欢作乐 追欢取乐 乐在其中 遣愁索笑 追欢作乐
富面百城 牙签万轴 拥书百城 万签插架 鸿函钜椟
轻车简从 轻骑简从 轻装简从 轻车减从 轻骑减从
高蹈远举 高翔远引 轻举远游 高举深藏 枕山栖谷
出死断亡 断根绝种 养生送终 出入生死 毓子孕孙
游山玩水 寻壑经丘 经丘寻壑 游山玩景 观山玩水
取信于人 言从计行 言从计听 言听计用 言听计行
置之脑后 授人口实 不哼不哈 不赞一词 一言不发
家道从容 家给人足 家道小康 家殷人足 万贯家财
日久天长 地久天长 天长日久 日久岁长 旷日长久
切近的当 简截了当 简切了当 言简意该 简要清通
反覆无常 龙化虎变 神藏鬼伏 变动不居 变幻不测
却病延年 祛病延年 排忧解难 消愁解闷 移气养体
惹祸招愆 惹祸招殃 惹灾招祸 损人害己 惹祸招灾
量能授官 以人择官 沿才受职 因任授官 随才器使
兵慌马乱 祸乱滔天 戎马劻勷 人荒马乱 龙战鱼骇
如泣草芥 漫不经意 满不在意 无所容心 漫不加意
无羐无碍 无挂无碍 无忧无虑 无所顾惮 无虑无忧
搬口弄舌 调三窝四 调三惑四 打击报复 负诟忍尤
桑中之喜 少条失教 放荡形骸 露水夫妻 携云握雨
鹄峙鸾停 金屋娇娘 仙姿玉质 兰心蕙性 仪静体闲
得薄能鲜 凡才浅识 德薄能鲜 德薄才鲜 有口无行
桂玉之地 帝辇之下 钻坚研微 研精竭虑 研精致思
和蔼近人 和蔼可亲 闻融敦厚 温文儒雅 温润而泽
心织笔耕 稗官小说 饮食起居 名山事业 绘声绘影
剗恶锄奸 刬恶锄奸 祛蠹除奸 革奸铲暴 扫除天下
引针拾芥 山崩钟应 风从虎，云从龙 鳌鸣鳖应 鼋鸣鳖应
好事之徒 精明强干 精明能干 心中有数 操之过急
顺风使帆 顺风张帆 顺风行船 顺风使船 一帆风顺
话长说短 察言观行 说长道短 说短论长 论长道短
饥火烧肠 忍饥受饿 食不餬口 倦尾赤色 饥冻交切
剥肤之痛 娇皮嫩肉 以柔克刚 沐露梳风 抹月批风
成风尽垩 蕤宾铁响 神乎其技 惊才风逸 成风之斫
增收节支 节用爱民 损有余补不足 扭亏增盈 轻繇薄赋
食甘寝宁 食甘寝安 酒醉饭饱 枕稳衾温 三平二满
出舆入辇 游必有方 束装就道 缓步代车 事在必行
半半拉拉 未竟之志 不成三瓦 钻火得冰 无了无休
心巧嘴乖 能言快语 谈论风生 利齿能牙 能说会道
以日继夜 黑天白日 无昼无夜 黑价白日 黑家白日
倔头强脑 钉嘴铁舌 吃软不吃硬 不挠不屈 九牛拉不转
孙康映雪 读书三到 匡衡凿壁 牛角挂书 十年寒窗
雾惨云愁 鸟啼花落 鬼哭天愁 柳啼花怨 情凄意切
不识一丁 一丁不识 牛听弹琴 含糊不明 不堪言状
舍近务远 逐近弃远 长虑却顾 长虑后顾 革旧图新
柳暗花遮 柳昏花螟 月白风清 灯火辉煌 柳泣花啼
遗臭无穷 遗臭万载 丑声远播 遗臭万世 遗臭万代
多谋善断 言之有理 言之有礼 笃论高言 出奇划策
扫地俱尽 扫地无遗 一扫而光 扫地无余 拾掇无遗
声价十倍 声誉鹊起 身价百倍 平地一声雷 平步登天
以礼相待 令人起敬 成名成家 言气卑弱 识才尊贤
明效大验 事捷功倍 旦种暮成 功到自然成 卓有成效
直抒己见 侃侃而言 正色敢言 言无不尽 口直心快
推诚接物 交浅言深 目交心通 赤心相待 吐肝露胆
大煞风景 大煞风趣 煮鹤烧琴 杀风景 鼠屎汙羹
鲁卫之政 不期而同 命词遣意 实获我心 比量齐观
成风尽垩 神乎其技 郢匠挥斤 大匠运斤 目牛无全
富国安民 安国富民 裕民足国 济世安民 保国安民
狂风怒号 横刀揭斧 雷嗔电怒 揎拳舞袖 虎狼之势
凤吟鸾吹 清歌曼舞 百啭千声 轻歌曼舞 鸾吟凤唱
冲冠发怒 冲冠怒发 气涌如山 怒火冲天 三尸暴跳
钜学鸿生 通才硕学 博物君子 博览五车 博学多闻
水剩山残 榱栋崩折 鹿走苏台 离析分崩 断垣残壁
不拘形迹 落拓不羁 磊瑰不羁 磊落不羁 磊浪不羁
握蛇骑虎 艰难困苦 若涉渊水 如蹈水火 燕巢卫幕
事捷功倍 吹糠见米 多快好省 旦种暮成 明效大验
以夜继日 倍日并行 日夜兼程 昼夜兼程 黑家白日
入铁主簿 资深望重 年高望重 有识之士 身显名扬
异闻传说 离奇古怪 出人意料 殊形妙状 出人望外
自给自足 自食其力 供过于求 供不应求 求过于供
去泰去甚 去太去甚 适可而止 秉节持重 甄心动惧
至尊至贵 重望高名 时望所归 叹观止矣 探观止矣
按辔徐行 捏脚捏手 缓步代车 服牛乘马 藏踪蹑迹
沉滓泛起 载沉载浮 颠来簸去 颠来倒去 闲见层出
鹄峙鸾停 眉目如画 绰约多姿 仙姿玉质 柳腰花态
醉舞狂歌 游荡不羁 余音袅袅 龙言凤语 极情纵欲
闳识孤怀 远见卓识 高才远识 才高识远 艰苦卓绝
言行相悖 言不顾行 行不副言 言不及行 大有迳庭
长命富贵 长命百岁 松柏之寿 黄发儿齿 福寿年高
进退应矩 进退中绳 进退有常 进退有度 进退有节
各取所长 囊里盛锥 看家本领 尽其所长 材优干济
托物寓感 托物寓兴 托物感怀 飞眼传情 借景生情
真命天子 天与人归 应天承运 天随人原 天随人愿
永矢弗谖 远垂不朽 猛志常在 矢志不移 百世不磨
秉公任直 持正不阿 负气仗义 奉公如法 守正不回
削铁无声 劚玉如泥 鞘里藏刀 刀光剑影 枕戈剚刃
怒火冲天 冲冠怒发 冲冠发怒 不堪言状 无名火气
微显阐幽 抉奥阐幽 研精阐微 通幽洞微 阐幽明微
